name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
LSMA 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 11	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 12	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 13	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 14	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACN 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACN 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACN 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACN 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACN 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACN 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACN 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LACN 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPCN 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LPCN 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPCN 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPCN 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPCN 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPCN 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPCN 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPCN 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACN 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACN 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACN 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACN 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACN 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACN 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 11	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 12	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 13	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSMA 14	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLI 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLI 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLI 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLI 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLI 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLI 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RMTG 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RMTG 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RMTG 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RMTG 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RMTG 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RMTG 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSTG 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSTG 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSTG 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSTG 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSTG 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSTG 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RTPO 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
RTPO 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
RTPO 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
RTPO 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
RTPO 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RTPO 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RTPO 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RTPO 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
